City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,uyemskiy,64.4743,40.8524,-3.97,79,0,2.0,RU,1681686717
365,isangel,-19.55,169.2667,30.06,79,75,3.09,VU,1681686467
366,dodge city,37.7528,-100.0171,20.69,18,0,8.75,US,1681686718
367,beihai,21.4833,109.1,23.96,86,82,4.45,CN,1681686718
368,asau,46.4333,26.4,8.51,98,100,2.08,RO,1681686258
369,la ronge,55.1001,-105.2842,3.39,97,100,3.18,CA,1681686461
370,sovetsk,55.0839,21.8785,5.06,95,100,1.75,RU,1681686718
371,kaseda,31.4167,130.3167,15.49,64,5,3.83,JP,1681686718
372,sao joao da barra,-21.6403,-41.0511,24.05,96,17,1.85,BR,1681686645
373,cayenne,4.9333,-52.3333,26.02,89,75,1.54,GF,1681686719
374,road town,18.4167,-64.6167,26.05,73,20,3.6,VG,1681686655
375,makakilo city,21.3469,-158.0858,28.18,63,0,5.14,US,1681686720
376,marsa matruh,31.3525,27.2453,20.18,47,2,3.85,EG,1681686720
377,sao gabriel da cachoeira,-0.1303,-67.0892,22.52,99,97,2.07,BR,1681686720
378,sunbury,-37.5833,144.7333,14.39,75,20,6.69,AU,1681686720
379,zatoka,46.0725,30.4654,8.94,76,100,8.94,UA,1681686721
380,lisakovsk,52.5369,62.4936,-0.86,57,4,5.26,KZ,1681686722
381,same,-4.0667,37.7333,19.1,97,66,1.25,TZ,1681686723
382,wabag,-5.4781,143.7021,17.63,73,18,0.52,PG,1681686724
383,inuvik,68.3499,-133.7218,-7.25,92,100,5.31,CA,1681686631
384,hit,33.6416,42.8251,21.45,34,0,2.92,IQ,1681686725
385,jiaozuo,35.2397,113.2331,18.06,77,81,0.75,CN,1681686726
386,arlit,18.7369,7.3853,29.79,11,3,4.97,NE,1681686726
387,verkh-suetka,53.3,80.05,-3.44,79,100,2.55,RU,1681686727
388,rensvik,63.1,7.8167,6.15,70,80,2.06,NO,1681686727
389,saint-pierre,-21.3393,55.4781,23.82,78,0,2.06,RE,1681686387
390,katsuura,35.1333,140.3,13.71,71,32,5.93,JP,1681686729
391,paranaiba,-19.6772,-51.1908,24.03,80,32,0.38,BR,1681686730
392,bud,39.447,-86.1758,8.15,79,100,7.45,US,1681686730
393,wysokie mazowieckie,52.9166,22.5171,6.14,90,100,3.01,PL,1681686731
394,lebedinyy,58.5167,125.5167,-4.76,96,100,3.08,RU,1681686732
395,kijang,35.2442,129.2139,11.89,56,22,1.52,KR,1681686732
396,alice springs,-23.7,133.8833,10.75,87,0,2.06,AU,1681686235
397,northam,51.0333,-4.2167,11.45,93,93,2.16,GB,1681686402
398,poum,-20.2333,164.0167,26.27,85,91,9.82,NC,1681686733
399,ipixuna,-1.7625,-48.8043,24.55,95,100,1.4,BR,1681686734
400,wanning,18.8003,110.3967,24.46,93,74,2.38,CN,1681686735
401,itapetininga,-23.5917,-48.0531,19.28,89,9,1.58,BR,1681686735
402,deputatskiy,69.3,139.9,-13.29,93,91,1.17,RU,1681686442
403,leningradskiy,69.3833,178.4167,-12.9,85,32,2.57,RU,1681686532
404,avila,40.5833,-5.0,7.74,56,0,0.54,ES,1681686736
405,yumen,40.2833,97.2,10.17,55,67,2.5,CN,1681686737
406,san lawrenz,36.0553,14.204,14.36,78,0,2.24,MT,1681686737
407,kafue,-15.7691,28.1814,16.15,78,100,2.29,ZM,1681686738
408,arona,28.0996,-16.681,16.29,83,75,3.6,ES,1681686531
409,mundo nuevo,18.7,-95.5,27.32,80,17,6.35,MX,1681686739
410,askiz,53.1319,90.5264,-8.59,92,63,0.47,RU,1681686739
411,olga,43.7444,135.2892,2.15,95,100,2.71,RU,1681686740
412,chitral,35.8462,71.7858,12.57,80,91,0.81,PK,1681686740
413,bakel,14.905,-12.4568,34.56,20,25,3.07,SN,1681686740
414,esso,55.9333,158.7,-1.2,90,100,3.82,RU,1681686741
415,tortoli,39.9256,9.6572,11.22,58,15,3.34,IT,1681686742
416,hauge,58.3436,6.2812,6.32,89,90,1.69,NO,1681686742
417,bengkulu,-3.8004,102.2655,24.25,89,100,1.41,ID,1681686679
418,ballina,-28.8667,153.5667,23.77,71,68,7.32,AU,1681686743
419,quchan,37.106,58.5095,7.26,63,100,5.39,IR,1681686743
420,pierre,44.3683,-100.351,13.51,28,0,5.14,US,1681686744
421,dhidhdhoo,6.8833,73.1,27.97,76,3,1.94,MV,1681686443
422,oksfjord,70.2396,22.3479,2.1,99,100,1.93,NO,1681686745
423,srandakan,-7.9386,110.2506,24.32,89,44,1.54,ID,1681686746
424,cidreira,-30.1811,-50.2056,21.45,89,68,2.86,BR,1681686403
425,ketchikan,55.3422,-131.6461,9.26,61,100,5.66,US,1681686468
426,derzhavinsk,51.1,66.3167,-3.51,75,100,6.45,KZ,1681686747
427,lima,-12.0432,-77.0282,25.14,69,0,7.72,PE,1681685908
428,hailey,43.5196,-114.3153,12.92,38,0,5.81,US,1681686748
429,bunol,39.4167,-0.7833,12.64,42,1,1.62,ES,1681686748
430,yaan,7.3833,8.5667,29.34,60,100,5.5,NG,1681686749
431,skegness,53.1436,0.3363,10.59,85,100,3.87,GB,1681686749
432,lebork,54.5392,17.7501,6.38,91,100,2.77,PL,1681686750
433,miraflores,19.2167,-98.8083,25.36,24,89,4.35,MX,1681686751
434,tevaitoa,-16.7833,-151.5,26.95,76,17,2.54,PF,1681686751
435,katherine,-14.4667,132.2667,21.18,64,87,4.63,AU,1681686752
436,gullhaug,59.5,10.25,5.87,87,45,2.26,NO,1681686752
437,shenjiamen,29.9576,122.298,14.53,93,2,7.03,CN,1681686753
438,haines city,28.1142,-81.6179,29.36,66,20,4.63,US,1681686753
439,cowra,-33.8333,148.6833,13.38,65,0,1.36,AU,1681686754
440,kargasok,59.0556,80.8572,-14.76,93,100,3.49,RU,1681686754
441,slave lake,55.2834,-114.769,14.23,35,15,5.86,CA,1681686755
442,luanda,-8.8368,13.2343,26.0,89,75,1.03,AO,1681686757
443,barranca,-10.75,-77.7667,24.48,77,100,3.97,PE,1681686758
444,guaruja,-23.9931,-46.2564,25.5,26,47,0.89,BR,1681686758
445,ndjole,-0.1783,10.7649,23.72,97,100,0.76,GA,1681686759
446,bluefield,37.2698,-81.2223,16.76,72,100,8.23,US,1681686760
447,esperance,-33.8667,121.9,15.9,72,0,5.33,AU,1681686760
448,tacuati,-23.45,-56.5833,22.43,98,18,0.61,PY,1681686760
449,changying,52.8733,123.3213,4.05,51,100,3.65,CN,1681686761
450,yubari,43.0378,141.9578,1.29,78,100,5.53,JP,1681686761
451,san quintin,30.4833,-115.95,16.63,70,1,7.08,MX,1681686762
452,luangwa,-15.6167,30.4167,21.5,78,100,2.91,ZM,1681686762
453,datong,40.0936,113.2914,10.74,39,66,1.83,CN,1681686762
454,shubarkuduk,49.1447,56.4872,-5.62,91,7,1.6,KZ,1681686762
455,astolfo dutra,-21.3153,-42.8622,20.85,86,27,0.81,BR,1681686763
456,kodinsk,58.6881,99.1844,-11.17,99,95,1.17,RU,1681686763
457,panguna,-6.3164,155.4848,26.17,53,90,0.24,PG,1681686763
458,bubaque,11.2833,-15.8333,25.88,74,6,8.88,GW,1681686764
459,bose,45.4612,8.0137,11.77,70,40,2.0,IT,1681686764
460,anori,-3.7728,-61.6442,24.82,94,95,1.31,BR,1681686764
461,ternate,0.8,127.4,27.89,76,68,1.92,ID,1681686764
462,raga,8.4596,25.678,28.07,34,99,1.81,SS,1681686765
463,saint-leu,-21.15,55.2833,24.46,93,6,1.32,RE,1681686765
464,tautira,-17.7333,-149.15,27.45,75,32,3.59,PF,1681686765
465,grindavik,63.8424,-22.4338,9.39,93,100,7.2,IS,1681686766
466,ibotirama,-12.1853,-43.2206,27.85,36,67,0.82,BR,1681686672
467,cabedelo,-6.9811,-34.8339,23.37,88,100,3.02,BR,1681686649
468,kattivakkam,13.2167,80.3167,27.82,87,21,4.33,IN,1681686412
469,bom jesus do galho,-19.8289,-42.3161,21.1,81,12,1.61,BR,1681686766
470,korsor,55.3299,11.1386,6.83,84,45,4.32,DK,1681686767
471,ixtapa,20.7,-105.2,25.57,78,40,6.69,MX,1681686605
472,husavik,66.0449,-17.3389,4.57,94,100,4.04,IS,1681686767
473,mehnagar,25.8833,83.1167,29.17,12,0,2.67,IN,1681686767
474,myronivka,49.6601,30.9823,7.95,76,100,3.63,UA,1681686767
475,mae ramat,16.984,98.5166,22.43,89,99,0.18,TH,1681686768
476,burnie,-41.0667,145.9167,13.3,91,95,4.7,AU,1681686768
477,paso de los toros,-32.8167,-56.5167,16.25,71,96,1.96,UY,1681686768
478,avera,33.194,-82.5271,22.73,83,89,6.84,US,1681686769
479,gushikawa,26.3544,127.8686,21.57,88,0,2.0,JP,1681686769
480,dumas,35.8656,-101.9732,20.3,14,0,2.57,US,1681686610
481,olafsvik,64.8945,-23.7142,7.22,97,100,6.45,IS,1681686769
482,college,64.8569,-147.8028,0.32,62,75,5.14,US,1681686352
483,glace bay,46.1969,-59.957,6.75,74,61,0.89,CA,1681686770
484,arroio do meio,-29.4011,-51.945,21.85,93,25,0.65,BR,1681686770
485,shache,38.4167,77.2406,16.84,22,60,4.18,CN,1681686770
486,veraval,20.9,70.3667,25.45,77,0,4.73,IN,1681686771
487,kanniyakumari,8.0833,77.5667,26.87,83,1,3.08,IN,1681686771
488,prince rupert,54.3161,-130.3201,6.83,86,100,10.8,CA,1681686391
489,guanica,17.9716,-66.908,26.65,75,52,3.01,PR,1681686771
490,carballo,43.213,-8.691,16.68,92,61,1.2,ES,1681686771
491,kintampo,8.0563,-1.7306,27.42,61,90,0.46,GH,1681686772
492,weligama,5.9667,80.4167,25.09,83,20,1.17,LK,1681686772
493,san cristobal,7.7669,-72.225,23.1,71,100,0.93,VE,1681686772
494,eureka,40.8021,-124.1637,13.47,83,84,3.13,US,1681686721
495,la rioja,42.25,-2.5,3.88,65,1,1.98,ES,1681686773
496,dawei,14.0833,98.2,23.97,93,88,1.05,MM,1681686773
497,kulhudhuffushi,6.6221,73.07,27.85,77,10,1.82,MV,1681686536
498,kismayo,-0.3582,42.5454,27.61,76,87,4.76,SO,1681686774
499,daan,33.0558,106.2958,18.41,81,32,0.78,CN,1681686774
500,zalantun,48.0,122.7167,5.6,41,96,1.97,CN,1681686775
501,kualakapuas,-3.0091,114.3876,23.99,96,98,0.74,ID,1681686775
502,mbandaka,0.0487,18.2603,22.15,98,100,1.9,CD,1681686775
503,brenham,30.1669,-96.3977,22.28,32,0,4.24,US,1681686669
504,camacupa,-12.0167,17.4833,18.58,76,98,1.13,AO,1681686658
505,whitehorse,60.7161,-135.0538,5.61,55,75,5.66,CA,1681686328
506,sukhobezvodnoye,57.0491,44.8891,3.81,63,100,0.72,RU,1681686776
507,gull lake,50.1001,-108.4847,13.54,39,23,6.65,CA,1681686776
508,buta,2.7858,24.73,20.4,99,100,0.92,CD,1681686776
509,bella union,-30.2752,-57.6007,19.44,68,84,3.07,UY,1681686776
510,sterling,39.0062,-77.4286,25.19,59,75,5.14,US,1681686550
511,lara,-38.0167,144.4,15.71,75,75,5.14,AU,1681686777
512,ravenna,44.4167,11.9833,10.5,81,73,1.82,IT,1681686777
513,ostersund,63.1792,14.6357,2.25,87,83,2.06,SE,1681686048
514,kitimat,54.0524,-128.6534,7.73,51,100,0.89,CA,1681686778
515,sindor,62.8629,51.8905,-5.23,99,80,2.08,RU,1681686778
516,macau,22.2006,113.5461,25.48,94,40,1.54,MO,1681686730
517,port hawkesbury,45.6169,-61.3485,6.62,96,100,4.12,CA,1681686779
518,cockburn town,21.4612,-71.1419,25.33,74,4,9.44,TC,1681686385
519,vaxjo,56.8777,14.8091,3.03,70,58,1.54,SE,1681686779
520,udagamandalam,11.4,76.7,11.86,54,0,0.6,IN,1681686780
521,temizhbekskaya,45.4456,40.845,5.25,51,100,9.54,RU,1681686780
522,horta,38.5333,-28.6333,15.57,71,29,5.36,PT,1681686781
523,portland,45.5234,-122.6762,11.39,85,100,5.14,US,1681686129
524,povolzhskiy,53.5854,49.7629,0.79,63,8,2.24,RU,1681686781
525,saint-louis,16.3333,-15.0,32.72,28,28,7.63,SN,1681686782
526,mehamn,71.0357,27.8492,2.97,87,40,0.51,NO,1681686782
527,acapulco,16.8634,-99.8901,29.9,66,40,2.06,MX,1681686782
528,mount gambier,-37.8333,140.7667,14.9,86,69,3.82,AU,1681686299
529,arkhipo-osipovka,44.37,38.52,7.81,84,93,4.97,RU,1681686784
530,manokwari,-0.8667,134.0833,27.38,72,72,2.51,ID,1681686489
531,hearst,49.6835,-83.6665,0.73,98,100,4.24,CA,1681686785
532,beinamar,8.6698,15.3813,26.78,57,94,2.11,TD,1681686786
533,san juan,-31.5375,-68.5364,17.67,51,62,3.47,AR,1681686787
534,alice town,25.7167,-79.3,26.16,76,4,5.66,BS,1681686790
535,buala,-8.145,159.5921,28.36,67,60,1.37,SB,1681686790
536,roald,62.5833,6.1333,8.52,100,83,1.54,NO,1681686791
537,novobirilyussy,56.9514,90.6661,-7.36,94,94,3.76,RU,1681686791
538,tukrah,32.5341,20.5791,18.79,37,31,3.39,LY,1681686793
539,shchors,51.8186,31.945,7.44,80,100,3.02,UA,1681686794
540,semibratovo,57.3046,39.5369,-0.08,56,100,2.36,RU,1681686795
541,nador,35.174,-2.9287,17.14,67,0,3.6,MA,1681686796
542,kaduqli,11.0167,29.7167,29.92,14,44,0.42,SD,1681686797
543,caceres,39.522,-6.3748,13.64,54,5,1.64,ES,1681686797
544,nhulunbuy,-12.2333,136.7667,25.34,94,100,2.57,AU,1681686798
545,huambo,-12.7761,15.7392,14.19,84,81,1.19,AO,1681686798
546,banepa,27.6298,85.5214,16.74,55,20,1.54,NP,1681686799
547,rio gallegos,-51.6226,-69.2181,5.41,53,9,8.13,AR,1681686605
548,yar-sale,66.8333,70.8333,-23.6,82,22,5.01,RU,1681686800
549,kargat,55.1956,80.2811,-3.54,69,100,2.94,RU,1681686801
550,san ramon,37.7799,-121.978,19.97,56,0,7.2,US,1681686605
551,kropotkin,45.4375,40.5756,5.74,53,100,9.51,RU,1681686802
552,dunedin,-45.8742,170.5036,16.15,51,4,1.39,NZ,1681686803
553,presidencia roque saenz pena,-26.7852,-60.4388,19.47,83,99,1.68,AR,1681686805
554,muyezerskiy,63.9333,31.65,-2.28,99,76,0.46,RU,1681686805
555,komsomolets,53.7453,62.0708,-0.73,58,19,3.26,KZ,1681686806
556,vestmanna,62.1564,-7.1664,7.51,93,100,5.66,FO,1681686807
557,kirovskiy,45.0917,133.5136,5.84,53,100,3.22,RU,1681686808
558,linxia,35.6003,103.2064,13.99,28,15,2.07,CN,1681686808
559,palmer,42.1584,-72.3287,19.78,73,75,4.63,US,1681686012
560,cairns,-16.9167,145.7667,27.81,93,100,3.6,AU,1681686645
561,nichinan,31.6,131.3667,14.82,68,3,1.81,JP,1681686812
562,payo,-3.7508,103.6372,22.9,100,100,0.36,ID,1681686813
563,high level,58.5169,-117.136,12.75,51,89,4.33,CA,1681686622
564,malakal,9.5334,31.6605,31.41,32,71,2.12,SS,1681686814
565,aitape,-3.1374,142.3475,25.78,90,100,1.08,PG,1681686815
566,saint-francois,46.4154,3.9054,6.69,87,100,1.54,FR,1681686518
567,nabire,-3.3667,135.4833,26.12,84,78,1.07,ID,1681686816
568,yarmouth,41.7057,-70.2286,13.08,96,100,4.12,US,1681686816
569,diplo,24.4667,69.584,25.25,75,8,4.53,PK,1681686817
570,haines junction,60.7522,-137.5108,3.87,62,93,0.36,CA,1681686818
571,acevedo,1.8361,-75.855,20.02,97,100,0.94,CO,1681686818
572,constitucion,-35.3333,-72.4167,11.26,88,0,4.78,CL,1681686819
573,nome,64.5011,-165.4064,-7.96,54,0,7.72,US,1681686820
574,sorong,-0.8833,131.25,27.14,82,91,0.95,ID,1681686301
